User-ID,avg_rating,Age,Cluster
99,5.083333333333333,0.39001622401957425,0
114,8.125,1.4081019143804214,2
183,5.125,-0.628069466341273,0
242,6.892857142857143,0.05065432723262517,2
254,1.4766666666666666,-0.8316866044134424,1
272,4.142857142857143,-1.1031761218430016,0
384,0.0,-0.8995589837708323,1
387,4.5,-1.3067932599151713,0
388,5.166666666666667,-0.08509043148215446,0
392,2.8620689655172415,0.5257609827343539,3
408,1.8095238095238095,-1.3067932599151713,3
424,3.0,-0.4923247076264934,3
444,4.142857142857143,0.2542714653047946,0
486,3.8333333333333335,-0.35657994891171374,3
503,4.862068965517241,0.2542714653047946,0
505,5.4375,1.0008676382360826,0
595,7.428571428571429,-1.3067932599151713,2
625,5.857142857142857,0.32214384466218443,0
626,1.0625,0.32214384466218443,1
638,6.863013698630137,-1.1031761218430016,2
643,5.982142857142857,-0.8995589837708323,0
651,4.476190476190476,-0.6959418456986628,0
709,6.6521739130434785,-1.5104103979873407,2
712,2.8333333333333335,-0.4923247076264934,3
735,4.4,-0.4923247076264934,0
741,1.9696969696969697,-1.374665639272561,3
746,4.833333333333333,-0.01721805212476465,0
776,7.285714285714286,-0.8995589837708323,2
805,4.195652173913044,-0.1529628108395443,0
834,3.3,-1.3067932599151713,3
843,3.2,-0.7638142250560527,3
850,4.583333333333333,-0.9674313631282221,0
853,5.571428571428571,-0.8316866044134424,0
876,0.0,-0.2208351901969341,1
882,2.782258064516129,-0.8995589837708323,3
899,2.727272727272727,-0.8995589837708323,3
900,5.076923076923077,-0.7638142250560527,0
901,3.4642857142857144,-1.035303742485612,3
914,2.8461538461538463,1.0008676382360826,4
929,3.0344827586206895,-0.01721805212476465,3
989,0.0,-0.2208351901969341,1
1025,4.8,-0.2208351901969341,0
1063,5.444444444444445,-1.1710485012003915,0
1075,7.0,0.865122879521303,2
1113,2.8,-0.9674313631282221,3
1116,3.8,-0.4923247076264934,3
1129,4.769230769230769,1.1366123969508621,0
1131,3.717391304347826,-0.9674313631282221,3
1133,1.3333333333333333,0.6615057414491335,1
1155,5.2105263157894735,-0.9674313631282221,0
1167,3.111111111111111,-0.7638142250560527,3
1178,5.166666666666667,-1.8497722947742896,0
1184,1.411764705882353,0.11852670659001498,1
1192,1.5,-0.628069466341273,1
1211,5.1506849315068495,-0.9674313631282221,0
1254,3.375,-0.6959418456986628,3
1297,3.2,-0.42445232826910356,3
1343,1.9,-0.2208351901969341,1
1372,1.9,-0.1529628108395443,1
1409,7.333333333333333,2.5619323634560485,2
1412,7.222222222222222,0.7293781208065233,2
1435,2.7457627118644066,-0.01721805212476465,3
1485,2.2777777777777777,-0.42445232826910356,3
1548,4.608695652173913,-0.5601970869838832,0
1558,9.333333333333334,1.6795914318099807,2
1585,5.875,-0.4923247076264934,0
1596,2.4285714285714284,1.0008676382360826,4
1608,3.0,-0.628069466341273,3
1674,3.4107142857142856,-0.6959418456986628,3
1688,3.1,1.1366123969508621,4
1706,6.375,-0.6959418456986628,2
1725,3.0,-0.7638142250560527,3
1733,4.269230769230769,-0.42445232826910356,0
1790,6.5,-0.7638142250560527,2
1812,2.0,-0.8316866044134424,3
1848,4.475409836065574,-0.9674313631282221,0
1903,2.6787878787878787,-0.01721805212476465,3
1928,1.3703703703703705,-1.3067932599151713,1
2009,4.8,-0.35657994891171374,0
2012,3.5238095238095237,-0.1529628108395443,3
2024,7.6,-0.1529628108395443,2
2030,8.735849056603774,-0.35657994891171374,2
2033,5.921052631578948,-0.628069466341273,0
2046,0.8,-0.9674313631282221,1
2084,7.2727272727272725,-1.035303742485612,2
2090,1.4782608695652173,-0.5601970869838832,1
2103,7.411764705882353,0.4578886033769641,2
2134,6.090909090909091,-0.08509043148215446,2
2136,2.6666666666666665,0.5936333620917437,3
2139,7.571428571428571,-0.2208351901969341,2
2179,3.8867924528301887,-0.42445232826910356,3
2189,5.125,-0.8316866044134424,0
2197,6.166666666666667,-0.6959418456986628,2
2276,3.594298245614035,0.6615057414491335,4
2281,1.6666666666666667,-0.42445232826910356,1
2287,4.545454545454546,-0.08509043148215446,0
2288,2.525,-0.42445232826910356,3
2313,5.5,-0.8995589837708323,0
2326,1.7857142857142858,-0.8995589837708323,1
2337,8.333333333333334,-0.1529628108395443,2
2358,1.2734375,-0.8995589837708323,1
2363,7.64,0.39001622401957425,2
2375,3.75,-1.1031761218430016,3
2399,4.6,-0.2887075695543239,0
2406,2.4545454545454546,0.7972505001639132,4
2411,3.0,0.05065432723262517,3
2437,5.0,0.5936333620917437,0
2439,6.4,-0.6959418456986628,2
2442,5.181818181818182,-0.7638142250560527,0
2630,1.7142857142857142,2.01895332859693,4
2719,3.9130434782608696,0.05065432723262517,3
2738,2.7142857142857144,-0.2887075695543239,3
2760,0.0,-0.8995589837708323,1
2766,2.579925650557621,0.39001622401957425,3
2790,1.0666666666666667,0.9329952588786928,1
2793,2.1333333333333333,-0.1529628108395443,3
2855,2.727272727272727,-0.08509043148215446,3
2906,2.111111111111111,-1.1031761218430016,3
2935,3.4285714285714284,1.5438466730952012,4
2954,4.35,2.358315225383879,4
2977,1.9955947136563876,-0.7638142250560527,3
2996,4.5,-1.035303742485612,0
3066,0.0,-0.4923247076264934,1
3088,2.142857142857143,-0.7638142250560527,3
3100,0.75,0.39001622401957425,1
3142,7.166666666666667,-0.4923247076264934,2
3145,2.076923076923077,-0.1529628108395443,3
3167,4.026315789473684,0.39001622401957425,0
3282,6.225806451612903,1.0687400175934725,2
3326,1.1636363636363636,0.05065432723262517,1
3331,4.631578947368421,1.611719052452591,4
3346,4.714285714285714,-1.1031761218430016,0
3350,6.5,-0.8995589837708323,2
3355,6.166666666666667,-1.1710485012003915,2
3363,0.9483146067415731,-0.4923247076264934,1
3371,2.5964912280701755,-0.7638142250560527,3
3373,3.316666666666667,-0.42445232826910356,3
3374,4.0,0.7293781208065233,4
3416,5.0,-0.1529628108395443,0
3418,7.4,-1.5104103979873407,2
3427,3.6666666666666665,0.9329952588786928,4
3437,3.0,4.530231364820353,4
3481,2.1666666666666665,0.865122879521303,4
3508,3.0,0.6615057414491335,4
3538,3.977777777777778,-0.35657994891171374,0
3556,3.6666666666666665,2.1546980873117096,4
3578,8.176470588235293,-0.7638142250560527,2
3594,6.9,0.7972505001639132,2
3669,5.6,-0.1529628108395443,0
3675,3.0545454545454547,-0.8316866044134424,3
3693,5.8125,-0.8995589837708323,0
3719,6.888888888888889,-1.2389208805577814,2
3728,3.2857142857142856,0.2542714653047946,3
3743,1.1666666666666667,-0.4923247076264934,1
3775,4.333333333333333,1.4081019143804214,4
3792,4.285714285714286,-1.6461551567021202,0
3817,5.636363636363637,-0.4923247076264934,0
3827,5.1454545454545455,-0.8995589837708323,0
3840,3.880952380952381,0.6615057414491335,4
3881,0.0,-0.1529628108395443,1
3917,6.642857142857143,-0.7638142250560527,2
3954,2.0,-0.8316866044134424,3
3977,3.875,1.8153361905247605,4
4017,6.6028708133971294,0.7972505001639132,2
4049,3.25,1.95108094923954,4
4066,4.333333333333333,-0.35657994891171374,0
4091,4.166666666666667,2.7655495015282177,4
4092,1.476923076923077,-0.628069466341273,1
4098,5.454545454545454,-0.42445232826910356,0
4131,2.525,1.0008676382360826,4
4138,5.285714285714286,-1.1031761218430016,0
4144,2.1,-0.35657994891171374,3
4157,2.156862745098039,0.18639908594740479,3
4179,4.833333333333333,-1.2389208805577814,0
4197,7.571428571428571,1.6795914318099807,2
4223,2.3793103448275863,-0.5601970869838832,3
4228,2.75,0.32214384466218443,3
4285,2.1666666666666665,0.9329952588786928,4
4334,4.4,0.11852670659001498,0
4365,6.875,-1.1710485012003915,2
4370,1.25,0.6615057414491335,1
4385,6.235649546827794,-0.2208351901969341,2
4401,2.5,-0.5601970869838832,3
4420,6.0,-0.8316866044134424,0
4518,3.0,-0.42445232826910356,3
4547,2.888888888888889,-0.8316866044134424,3
4570,3.727272727272727,0.2542714653047946,3
4571,4.0,-0.8995589837708323,0
4600,5.428571428571429,-0.2887075695543239,0
4622,1.5820895522388059,-1.2389208805577814,1
4769,8.166666666666666,-0.08509043148215446,2
4781,0.6666666666666666,0.7293781208065233,1
4785,4.16,-0.42445232826910356,0
4795,8.285714285714286,-1.2389208805577814,2
4802,2.4705882352941178,-0.5601970869838832,3
4864,1.875,-0.42445232826910356,1
4896,2.0,-1.2389208805577814,3
4907,0.0,0.2542714653047946,1
4938,2.7941176470588234,-0.42445232826910356,3
5037,4.791666666666667,-0.6959418456986628,0
5127,3.1875,-0.2208351901969341,3
5158,2.875,-1.035303742485612,3
5204,8.166666666666666,-0.8316866044134424,2
5207,2.7058823529411766,-0.1529628108395443,3
5208,1.0625,-1.1031761218430016,1
5209,7.076923076923077,0.7972505001639132,2
5225,4.4,-0.628069466341273,0
5285,3.5714285714285716,0.11852670659001498,3
5286,8.142857142857142,-1.2389208805577814,2
5287,3.1538461538461537,-0.9674313631282221,3
5331,2.75,-0.6959418456986628,3
5350,3.3529411764705883,-1.1031761218430016,3
5375,3.6,0.7293781208065233,4
5385,6.863636363636363,-0.42445232826910356,2
5429,1.2857142857142858,1.0008676382360826,1
5439,1.7678571428571428,2.01895332859693,4
5448,8.071428571428571,-1.5104103979873407,2
5452,2.090909090909091,-0.6959418456986628,3
5483,0.16,-1.1031761218430016,1
5490,4.0,-0.2208351901969341,0
5499,9.222222222222221,1.611719052452591,2
5506,3.142857142857143,-1.1710485012003915,3
5539,2.611111111111111,-0.2887075695543239,3
5543,2.8472222222222223,-0.4923247076264934,3
5582,7.510344827586207,-0.6959418456986628,2
5585,0.8333333333333334,0.18639908594740479,1
5609,1.119047619047619,-0.7638142250560527,1
5623,0.0,-0.8995589837708323,1
5639,6.333333333333333,-0.1529628108395443,2
5665,5.888888888888889,0.2542714653047946,0
5674,4.0,-1.4425380186299508,3
5694,0.0,0.4578886033769641,1
5709,2.6,-1.4425380186299508,3
